id;commit_hash;file;heuristic;refactoring_type;is_floss;project
154;dc44abf520611a8722e75ba1d32df6a28183e4e3;src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java;formatting conflict;none;not_floss;junit4
155;dc44abf520611a8722e75ba1d32df6a28183e4e3;src/main/java/org/junit/rules/TestWatchman.java;ordering conflict;none;not_floss;junit4
156;dc44abf520611a8722e75ba1d32df6a28183e4e3;src/main/java/org/junit/rules/MethodRule.java;formatting conflict;none;not_floss;junit4
157;dc44abf520611a8722e75ba1d32df6a28183e4e3;src/main/java/org/junit/rules/MethodRule.java;formatting conflict;none;not_floss;junit4
158;dc44abf520611a8722e75ba1d32df6a28183e4e3;src/main/java/org/junit/Rule.java;formatting conflict;none;not_floss;junit4
159;dc44abf520611a8722e75ba1d32df6a28183e4e3;src/main/java/org/junit/ClassRule.java;formatting conflict;none;not_floss;junit4
160;6caeeb1e1579cae1cd9ede58f38186e07da7f295;src/test/java/org/junit/tests/experimental/rules/TestRuleTest.java;ordering conflict;none;not_floss;junit4
161;ee037247a9a03d8ac2e584d52a544b9733f2c016; src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionTest.java;ordering conflict;none;not_floss;junit4
162;ee037247a9a03d8ac2e584d52a544b9733f2c016; src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionTest.java;ordering conflict;none;not_floss;junit4
163;ee037247a9a03d8ac2e584d52a544b9733f2c016; src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionTest.java;ordering conflict;none;not_floss;junit4
164;ee037247a9a03d8ac2e584d52a544b9733f2c016;src/main/java/org/junit/rules/ExpectedException.java;true positive;none;not_floss;junit4
165;ee037247a9a03d8ac2e584d52a544b9733f2c016;src/main/java/org/junit/matchers/JUnitMatchers.java;ordering conflict;none;not_floss;junit4
166;ee037247a9a03d8ac2e584d52a544b9733f2c016;src/main/java/org/junit/Assert.java;true positive;none;not_floss;junit4
167;2238ad20fefadf546a71725f46a6dc463c9d58ad;src/main/java/org/junit/Assert.java;ordering conflict;none;not_floss;junit4
168;17f7dfc72624253461022acff1d3aa6b9c4056cf;src/test/java/org/junit/tests/AllTests.java;true positive;none;not_floss;junit4
169;17f7dfc72624253461022acff1d3aa6b9c4056cf;src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionRuleTest.java;true positive;none;not_floss;junit4
170;533e366307f7a402f19ff5aced3b0019c47205f6;src/main/java/org/junit/internal/MethodSorter.java;unhandled refactoring conflict;extract method;floss;junit4
171;39d30b21b3a632f158274c6937c13499cd0758f3;src/test/java/org/junit/tests/experimental/rules/ExpectedExceptionRuleTest.java ;true positive;none;not_floss;junit4
172;39d30b21b3a632f158274c6937c13499cd0758f3;src/main/java/org/junit/rules/ExpectedException.java;ordering conflict;none;not_floss;junit4
